#,case,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Cooling,Lighting,Equipment,fadian
6312,6313,330,0.178355644,0.140926734,0.595353577,0.428980509,0.357749198,0.42414468,0.345204154,0.63901478,0.595956873,0.444823018,0.640466645,0.870121067,0.672618327,0.678321827,0.848585708,0.598400193,0.593844527,0.336957111,0.312703906,1.606817878,0.707713923,12.43741015,0.862871504,6.815777451,0.834255262,11.66143031,0.770045232,25.57485491,21.50998383,19,53790.94301,10295.12085,44144.72205,46739.71884
6313,6314,230,0.145167967,0.212459149,0.675883249,0.67916015,0.735455542,0.526320415,0.442889357,0.548688828,0.404819701,0.508873223,0.882778741,0.658742469,0.949998958,0.652333929,0.517100095,0.534244517,0.78228537,0.272570496,0.41529026,2.071471179,0.616936567,12.55108091,0.914274424,5.017961686,0.924913957,13.27052134,0.749369113,24.99479195,23.82604496,17,50063.26291,6723.46662,40739.27211,73508.03694
6314,6315,140,0.132259337,0.196790511,0.656764763,0.401173341,0.841684788,0.556505936,0.48778867,0.244122641,0.561301894,0.404816596,0.763236457,0.735667205,0.594800721,0.918520419,0.769734653,0.582516834,0.489676535,0.467606043,0.206556527,2.996518692,0.59589273,10.97837243,0.823843381,6.565516065,0.851906812,14.27223235,0.876207325,24.40009331,25.08779393,18,59764.62152,9544.58718,56353.50903,67715.86305
6315,6316,200,0.128217153,0.203452607,0.318164911,0.595855108,0.601040616,0.611476611,0.313747857,0.322675717,0.583068772,0.59432215,0.80051551,0.881775654,0.625393907,0.864042391,0.957241865,0.773598921,1.131144929,0.181634634,0.450067259,1.159771504,0.568589284,12.054261,0.794805259,7.158773306,0.711877802,13.421646,0.733193396,25.17789483,23.88841365,17,49958.85617,7150.83927,40313.80914,64374.71439
6316,6317,320,0.156385342,0.143744015,0.616470356,0.6621649,0.779359642,0.668880586,0.5372897,0.352995427,0.427978362,0.462476181,0.945119332,0.792815351,0.769504128,0.831212372,0.605947508,0.769850309,0.853975733,0.400224675,0.471354167,1.590473992,0.736380694,15.12892192,0.803511413,6.524426748,0.73688958,11.14092535,0.935441683,25.07498601,28.3100917,18,54393.77405,7492.42347,46963.46859,62277.96423
6317,6318,280,0.173711607,0.158710077,0.625492752,0.327492002,0.432348486,0.720175073,0.365089148,0.461405748,0.510181227,0.533387389,0.695223369,0.768493183,0.707660054,0.625203951,0.508311212,0.738825468,1.027795026,0.255967787,0.497175632,2.673130534,0.536744996,14.92089993,0.84746066,8.624467232,0.846031458,12.65880311,0.956537671,24.99190631,24.94743014,17,52408.32488,10855.24896,49604.86014,59176.41501
6318,6319,270,0.188059481,0.197694556,0.568470925,0.587832561,0.367356327,0.765683659,0.503516999,0.355686253,0.444242557,0.464858369,0.729558,0.613480206,0.632608623,0.827372421,0.4889909,0.570816781,0.75876585,0.260717978,0.314552062,1.870436234,0.62678874,12.65346027,0.862393444,7.211032541,0.915926854,14.00400674,0.957628883,25.76433714,23.60939356,17,49089.60515,9710.0034,54938.78277,75119.5191
6319,6320,140,0.180960685,0.158750342,0.667815024,0.363669561,0.575632598,0.751258685,0.455810492,0.587787662,0.50180928,0.487010086,0.752075238,0.979879051,0.670946185,0.790322194,1.131082208,0.528923871,1.195387758,0.169671274,0.271005784,2.954237322,0.647415765,12.60405354,0.884120566,6.95121641,0.765030864,13.5628164,0.831029634,24.96384446,25.93337507,19,56142.43271,10098.20799,55408.59348,63755.14422
6320,6321,260,0.140874636,0.179433643,0.707921903,0.625063546,0.491048182,0.631426176,0.28377852,0.411702125,0.395854812,0.420588423,0.956304863,0.697892484,0.734703879,0.840090454,0.890794079,0.453490871,0.969132002,0.432661468,0.476092929,2.072491807,0.462247169,13.59890256,0.862389517,5.363738298,0.705499119,12.39035183,0.733113068,25.19962291,25.65979512,19,57570.22044,9312.21444,44654.51178,69756.30708
6321,6322,50,0.177357928,0.195099527,0.788428958,0.569516339,0.796905629,0.403855477,0.561792188,0.589769053,0.616234789,0.440487297,0.630363838,0.8215567,0.87714635,0.591079658,1.191016398,0.629607426,0.550894284,0.154975754,0.176491537,1.581145352,0.532472753,11.20803507,0.775159808,4.643033867,0.758286606,12.65639298,0.74810075,24.62575287,25.9460416,17,47460.51731,5091.75297,38788.19064,75451.23117
6322,6323,200,0.154852427,0.180359337,0.567640889,0.499519447,0.843171389,0.678826066,0.465285835,0.499533981,0.518067445,0.454186369,0.911261073,0.782469973,0.722712017,0.656035443,1.058897226,0.517087594,0.893016171,0.364610279,0.397665874,1.106083499,0.51714883,11.51909484,0.765495031,6.237084085,0.758367136,11.93275243,0.832576389,24.62366966,23.4112018,19,61300.50673,10186.83807,48839.97771,64941.16341
6323,6324,340,0.185646915,0.153829503,0.647233709,0.808810599,0.563799803,0.724039928,0.460073925,0.394716092,0.583907749,0.457165052,0.677409379,0.893877689,0.611123708,0.80576715,0.724348874,0.606051666,1.132707431,0.43629452,0.163096086,1.1128592,0.475575752,15.36717252,0.768675874,8.088987545,0.938380883,12.55814438,0.791007283,24.53075341,24.49408426,17,43145.25636,12177.23148,40694.47638,64514.75214
6324,6325,290,0.182434152,0.183005556,0.724512534,0.484178606,0.603882156,0.512148424,0.50016759,0.481973289,0.439733571,0.610356987,0.683039652,0.714792558,0.776257407,0.630514116,0.754143639,0.649466763,0.91573383,0.486066664,0.456375136,2.378476813,0.465044728,14.43448292,0.915337126,7.002691354,0.753525281,11.84058288,0.809210545,24.63056364,22.89480991,17,52472.25011,8258.38827,39252.21018,64495.58994
6325,6326,320,0.184705631,0.155079579,0.611795512,0.593852339,0.562358525,0.731511385,0.396767624,0.561467108,0.587296519,0.48912408,0.60511692,0.893075283,0.928578619,0.605484037,0.755531266,0.714468156,1.155585922,0.298747558,0.453852733,2.15491716,0.555548652,12.6721352,0.794485925,6.120062076,0.763138409,10.87843648,0.809010314,25.03620885,26.72169918,18,54945.56584,7575.30816,39659.08647,64038.57147
6326,6327,360,0.177533885,0.135620515,0.798527344,0.746301815,0.649391483,0.443649927,0.642223542,0.486428999,0.449252166,0.446848462,0.860439258,0.639713226,0.609086948,0.608330009,0.757167177,0.756017525,0.906246528,0.151416496,0.455078108,2.747217657,0.570469216,11.02220836,0.925264904,5.04899364,0.870973803,12.35391167,0.818700306,24.99526504,24.15372778,18,54623.36075,7487.16531,45577.6197,53193.90423
6327,6328,340,0.165532746,0.140456801,0.657954912,0.756618678,0.749901134,0.770504084,0.338516514,0.32955954,0.463207645,0.60804152,0.785360212,0.59085495,0.561370357,0.541839726,1.042362716,0.734083867,0.602496401,0.480013545,0.333511998,2.524292889,0.668828567,15.72324666,0.90285012,5.277621154,0.863328193,14.02846367,0.860608983,24.85959459,27.48670393,17,48716.06215,6294.40011,49459.01814,54738.46584
6328,6329,140,0.153357673,0.175526252,0.755016086,0.789666462,0.48910664,0.6031968,0.395960925,0.282470523,0.467146926,0.379364825,0.54255711,0.534272619,0.717852536,0.608131726,0.823052213,0.55778186,0.941919583,0.19411178,0.446143977,2.738974126,0.592687036,14.54297333,0.865700332,5.594828305,0.928610159,13.19670697,0.761152168,24.04323102,25.61470348,17,47976.90917,8388.71739,41149.68981,56228.95473
6329,6330,170,0.16777723,0.182171223,0.660024701,0.38992919,0.822067506,0.639382425,0.354661086,0.395364751,0.30070111,0.39755784,0.65901359,0.907937198,0.955161028,0.625369377,0.681025802,0.790282792,0.401696881,0.183835972,0.427981096,1.814236272,0.456793401,14.70608633,0.822930144,5.915583447,0.865312597,12.64022654,0.765834295,25.11130611,24.37707145,18,46888.16594,11841.98127,43622.63058,68010.5718
6330,6331,260,0.144614481,0.171789885,0.639308619,0.68338969,0.830104412,0.540310617,0.443390135,0.474244892,0.482260782,0.419273938,0.763259875,0.658424258,0.817867134,0.804115258,0.806054414,0.606276916,0.82646877,0.485187135,0.380279746,1.956877376,0.518578652,14.39296705,0.786678663,5.70050096,0.879449099,13.37224024,0.903340738,24.61527584,25.39571128,18,56632.11848,9054.23433,54434.96406,66948.57063
6331,6332,190,0.153110122,0.210972808,0.755530161,0.589052507,0.741006632,0.719114246,0.59212836,0.538609704,0.540155025,0.486967023,0.652014485,0.799952775,0.922074144,0.690724038,0.418305051,0.748003119,0.911794982,0.460950047,0.444699106,1.227719659,0.691348109,10.64880358,0.896575607,5.403099926,0.880096934,10.84850617,0.753071803,25.06930333,25.10727929,17,56771.01827,6004.66176,33468.46635,70342.87641
6332,6333,80,0.158323078,0.187845867,0.778950332,0.773201761,0.750129503,0.543682877,0.462933898,0.358494775,0.435458275,0.379074835,0.748858928,0.5935725,0.890193671,0.753816788,0.66252786,0.659674345,1.177996497,0.49963277,0.267562483,1.975448202,0.608901648,15.5997684,0.971033747,7.968263913,0.766116738,13.20397816,0.930587459,23.78851096,25.03225325,18,54720.12005,10794.17844,55371.23046,76909.04295
6333,6334,130,0.132076053,0.145534316,0.578431975,0.679982477,0.611549389,0.69273961,0.589976492,0.475220663,0.48506038,0.489091725,0.874495853,0.674402379,0.736034582,0.717783226,0.575311992,0.460773331,0.782860952,0.410525923,0.460653717,1.417465252,0.454039794,13.74630146,0.84091932,8.137317855,0.932186348,12.23913348,0.879745249,25.08306323,29.19499695,19,66971.28296,16418.97411,52932.00339,53715.06048
6334,6335,170,0.152912769,0.148449258,0.624682049,0.470989515,0.704691181,0.830111219,0.318397268,0.332119001,0.470859974,0.582353818,0.833512025,0.661070676,0.799271018,0.955479311,0.457294954,0.437184835,0.995051213,0.331527013,0.295629808,1.868289828,0.633366054,14.49775889,0.786653656,6.029404551,0.876410088,13.45184944,0.884355707,24.36519797,24.29190351,17,45683.34643,7484.52969,48734.71968,61857.28854
6335,6336,150,0.173564418,0.165630134,0.571800461,0.79192064,0.769976751,0.720941588,0.230331554,0.359158711,0.581356896,0.394452282,0.978663456,0.646027407,0.685364408,0.773703652,0.866511296,0.749927874,0.578887554,0.278874672,0.3686642,1.951073621,0.449486598,15.23676423,0.787555733,7.072579991,0.914178283,14.28003621,0.929719794,24.03218617,27.19885187,17,52160.07084,11663.90034,54388.97478,70561.67211
6336,6337,140,0.135131248,0.192996524,0.630459645,0.440722868,0.410762472,0.702977257,0.461940029,0.454294266,0.459960164,0.512405366,0.820984242,0.991709266,0.749260268,0.767544023,0.80856008,0.768552643,0.892191799,0.189392116,0.452908522,1.17246313,0.671006934,12.41877631,0.80048122,5.092928543,0.84694321,11.83110463,0.881028908,23.257532,25.16968515,17,55546.99187,5882.86734,42701.67759,64433.09043
6337,6338,30,0.150604393,0.161478209,0.365224183,0.595311516,0.479213007,0.779994272,0.400296446,0.46801502,0.492420629,0.403738196,0.729791754,0.587886095,0.789341187,0.580381033,0.479839781,0.506213002,0.894204074,0.369004719,0.487631259,1.009353093,0.495734091,13.51523231,0.835090684,4.975595983,0.923169071,13.86753851,0.819791376,24.10940545,24.93757611,19,64460.56933,10263.56535,55887.34437,54588.58212
6338,6339,340,0.164665163,0.122071864,0.738257478,0.361437832,0.640875898,0.690191842,0.432503505,0.363542427,0.574793842,0.561192185,0.579254337,0.633182249,0.821201697,0.743268931,0.650796492,0.562475339,0.541900929,0.248462852,0.172820919,1.068397452,0.553430618,15.20697659,0.899345238,4.605765704,0.919746913,13.33778538,0.824692642,24.49254249,21.47516567,17,41323.58078,6232.00197,45061.46982,49988.37882
6339,6340,290,0.186530938,0.176781428,0.449375237,0.632883162,0.674123675,0.585796131,0.330762973,0.564951865,0.681391791,0.52774003,0.658884269,0.718629795,0.935032307,0.768290658,0.675272262,0.46017288,0.571519432,0.197152666,0.156413638,2.591546036,0.505558794,11.57935254,0.81298144,4.662437549,0.836936086,13.02507427,0.898345854,25.24389491,25.83524539,18,50713.07622,6217.38834,52728.56688,70746.46308
6340,6341,80,0.149464714,0.108479456,0.405227232,0.740138668,0.821559405,0.630620928,0.502075616,0.532474476,0.395586898,0.497540421,0.756384363,0.834464621,0.856554402,0.756055856,1.17720128,0.684997287,0.81385858,0.276069081,0.165946115,2.302869636,0.501104095,14.38593763,0.840433964,5.57833969,0.75470291,12.76505576,0.960093545,24.91744725,25.51630578,19,52936.65006,9155.19885,60248.6055,54581.55162
6341,6342,220,0.167773564,0.168235962,0.613663188,0.521756089,0.631071566,0.708176042,0.4677859,0.489276888,0.367718303,0.563400832,0.654329423,0.695929134,0.663139428,0.653008015,1.125318636,0.776059925,0.409238328,0.309183915,0.266293918,1.525731847,0.748637127,13.96979825,0.890745301,5.013379653,0.832861572,12.52443501,0.721513716,25.66633972,28.99074293,19,54109.99255,7740.0246,44423.5713,62419.37865
6342,6343,110,0.178507115,0.123796573,0.650486611,0.618006416,0.571837132,0.548022463,0.446154138,0.43525796,0.532532749,0.36796974,0.563973551,0.66650376,0.75297446,0.697912344,0.973369171,0.663452075,0.729588346,0.23154231,0.235707456,2.915667403,0.514964744,12.31096057,0.872068659,5.94390786,0.940045427,12.56049352,0.8896886,25.06364717,25.63698736,19,57220.86454,12183.03573,54935.8038,53519.62893
6343,6344,40,0.163767013,0.205930999,0.648644197,0.552769632,0.678813558,0.626198572,0.27552825,0.669250867,0.431507852,0.416948142,0.712218554,0.715061528,0.836739362,0.815783061,0.931576318,0.518547634,0.558917982,0.189847565,0.21556434,2.440483845,0.538081489,11.19006936,0.847868711,6.82416964,0.731967544,13.18885498,0.778438093,24.31043916,26.4419414,17,50463.45532,8069.15664,42059.16837,77123.06445
6344,6345,90,0.114566649,0.122245459,0.635677962,0.718633484,0.561899317,0.581780205,0.372857828,0.330034828,0.657253619,0.527887163,0.682387904,0.790237221,0.543974093,0.772048197,1.12544528,0.441071449,0.551983846,0.350146636,0.214652963,2.297417638,0.499411717,11.53238249,0.857398754,7.083367078,0.727942593,14.76663099,0.849692998,23.5480758,29.46895767,19,70594.39282,10284.34293,61681.39851,42547.5069
6345,6346,340,0.171692346,0.168491441,0.822034875,0.707338602,0.573684674,0.714046866,0.516898925,0.526797624,0.530394806,0.487681389,0.607930318,0.722650312,0.702316071,0.656402292,0.732692721,0.649416129,0.630173831,0.477940549,0.180620686,2.059511082,0.465641258,12.91959339,0.82070768,5.906951988,0.907054547,13.88080523,0.792956451,24.49697788,21.76175297,19,56744.2337,11587.07496,54109.65138,61774.66218
6346,6347,360,0.167476404,0.164242537,0.742225317,0.838369892,0.420367151,0.529597724,0.521151771,0.254179792,0.583784435,0.593132633,0.60153183,0.74492437,0.759327229,0.651933663,1.192116872,0.640242928,0.696392366,0.397909225,0.480625316,1.533647796,0.651589858,13.61799077,0.785487129,4.557837746,0.719109541,11.07448163,0.786887443,24.6857312,23.97294391,18,53294.58862,4872.2673,39269.757,55322.49111
6347,6348,20,0.193863709,0.174815926,0.733037905,0.662779284,0.767452189,0.717919523,0.405129874,0.457154144,0.493531333,0.55477973,0.686317324,0.614178627,0.854439182,0.818116333,0.737487824,0.61931635,0.652006633,0.262019546,0.331529772,2.360216278,0.441015809,12.4721743,0.949070788,5.205530896,0.905840017,14.1364594,0.841901444,24.76111054,23.79810651,17,50559.00799,7760.83488,48756.37362,74284.17144
6348,6349,290,0.192732925,0.123504842,0.703637748,0.550352606,0.561644801,0.839548094,0.315336549,0.355221638,0.429618886,0.476660549,0.762922683,0.692734819,0.835025239,0.872539003,0.64819176,0.640169366,1.104960393,0.177598427,0.276139855,1.425706476,0.481653579,12.55788515,0.791768278,8.325598894,0.802431,10.15254621,0.862161959,25.31923195,25.43814024,19,52547.10586,15896.27769,43030.31913,65527.89951
6349,6350,210,0.121388647,0.172238397,0.517148929,0.563143646,0.704049984,0.832898337,0.564449743,0.496141156,0.391995419,0.609435269,0.612027608,0.655918513,0.600111613,0.844711203,0.82408603,0.476654392,0.899571637,0.223970496,0.247929267,2.096000428,0.479632269,14.24720614,0.894251885,7.239916156,0.817726082,14.65325733,0.794520478,24.56335486,24.3655639,17,46480.2378,9154.61352,47694.5523,56568.81237
6350,6351,230,0.160120346,0.169186189,0.768843866,0.742448326,0.694281286,0.649162462,0.497268997,0.334602581,0.448260326,0.576119731,0.669176852,0.639114753,0.919243475,0.812419415,1.161196032,0.492661848,0.637482931,0.485782733,0.186207897,1.267121997,0.712710136,12.20314138,0.961946833,7.99986728,0.781837076,13.22536679,0.856064936,24.82114707,23.1258634,17,51013.57396,8412.52953,46381.40859,69362.56965
6351,6352,40,0.142267608,0.118709897,0.400159636,0.686472578,0.804037541,0.475282714,0.404570588,0.391789141,0.461353026,0.478852672,0.697890859,0.535738771,0.569611607,0.770166506,1.048229871,0.767891737,0.905836064,0.195753787,0.190126417,2.062286755,0.580456599,15.03103679,0.781084985,6.698017114,0.962762125,11.804724,0.864643736,25.80029471,27.07251483,19,47178.99102,13454.85645,50176.89432,46597.13703
6352,6353,270,0.132893251,0.208962523,0.508951985,0.862552754,0.70637673,0.607067639,0.361680452,0.577104456,0.509701341,0.498173249,0.744481607,0.738764003,0.578102526,0.758630874,0.999363637,0.541404882,0.682929174,0.367153955,0.29917435,2.98298961,0.460622576,14.65124788,0.745467484,5.357062652,0.825019391,12.35543973,0.780773717,25.04281449,24.42448257,19,52057.05276,9588.46404,47423.55759,68098.48902
