#,case,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Cooling,Lighting,Equipment,fadian
1485,1486,110,0.17406796,0.152538021,0.792015462,0.61588645,0.830534987,0.770088837,0.601609123,0.345943979,0.459609772,0.497175149,0.775050126,0.754281812,0.626639441,0.776485019,0.645090805,0.610653253,0.561747523,0.204265027,0.397158158,1.167980079,0.493668319,14.12565049,0.795401978,7.317804066,0.888606413,12.60125939,0.886283143,24.64405115,24.52629069,19,60039.70591,14116.79928,54903.13977,69274.31235
1486,1487,240,0.133068703,0.12417824,0.760990839,0.498819841,0.760325012,0.661073708,0.36809236,0.405216524,0.372865133,0.390566331,0.875816311,0.88680388,0.555919981,0.750768218,0.588980628,0.632339996,0.647192524,0.418359709,0.158982986,1.70014006,0.637167324,14.44157164,0.878240481,5.08788527,0.883235998,12.29383365,0.739340704,24.90338608,20.6989006,18,42529.88705,8073.28992,40959.45102,52408.60065
1487,1488,230,0.174040205,0.179601504,0.656733141,0.487428894,0.591355759,0.789590969,0.447756822,0.551867271,0.442846055,0.485820717,0.684400481,0.741292858,0.780944019,0.863161824,0.450561113,0.437659176,0.797884052,0.305284984,0.499526582,1.998838394,0.516148792,13.99974265,0.881244688,5.330094494,0.803937552,13.74851931,0.80662107,25.38241004,28.0629785,17,52623.36444,6690.71103,45431.28066,74836.67391
1488,1489,220,0.197876808,0.211205658,0.698535964,0.489428151,0.726934843,0.546874267,0.35887877,0.511742644,0.519459337,0.459733474,0.553100497,0.715150649,0.703949789,0.689515593,0.84475308,0.632314753,1.162013771,0.209139787,0.247228785,1.576115276,0.548297798,12.03723018,0.741133095,5.309896166,0.853946093,12.05076772,0.750635258,23.96749793,26.68135848,17,47766.26122,6932.09262,37057.24884,74113.34337
1489,1490,250,0.122934674,0.187440579,0.605527185,0.37800601,0.39820659,0.634885941,0.30141869,0.406186678,0.360733859,0.449566633,0.597223053,0.663800491,0.562969454,0.975650789,0.83439281,0.797285839,0.978973523,0.439634417,0.323466787,1.395847476,0.464179732,13.40796449,0.89104699,6.512685808,0.837748663,14.25230659,0.887709669,24.36602489,28.684054,17,55163.53205,10248.16692,51830.52351,64656.85653
1490,1491,90,0.162133749,0.195353076,0.429068333,0.803763506,0.417325277,0.700299859,0.468520746,0.374703526,0.594853806,0.475145316,0.72404191,0.611976824,0.691580053,0.712434063,0.739469172,0.692726372,1.007840261,0.422975907,0.28900647,2.748732354,0.462987597,11.62473498,0.952803892,5.615055542,0.799950236,13.74025718,0.853886449,25.12920067,23.97899803,17,52142.56653,7068.68379,48064.50702,62185.47228
1491,1492,200,0.188094894,0.135510748,0.692979137,0.860627958,0.664554052,0.559516432,0.282149938,0.657782312,0.476724238,0.547265989,0.588294682,0.91649456,0.668334846,0.819462901,0.682463343,0.79775979,0.901906724,0.190676214,0.483154208,2.879031803,0.579830564,14.11767195,0.872315795,6.398025085,0.807291882,10.34135023,0.96471739,24.5083118,26.52352513,17,48972.2503,7374.3078,40870.20945,59730.58518
1492,1493,310,0.143750795,0.16930069,0.731774543,0.755668635,0.536990565,0.746942696,0.53861015,0.606328295,0.600860479,0.490310205,0.764327522,0.937667495,0.744025576,0.751700579,0.565673039,0.716735991,1.123019813,0.365518789,0.340017823,2.575395126,0.546005341,15.16410394,0.748119564,6.167198788,0.878591429,11.98343879,0.940836648,24.52084307,25.96826651,17,48607.09376,7537.6116,46187.57607,63762.03738
1493,1494,340,0.144105607,0.176497115,0.470913658,0.811743745,0.66835309,0.634110557,0.397904084,0.466296013,0.558052568,0.533344664,0.685067693,0.920976609,0.523329051,0.554840658,0.800529551,0.581861298,1.119054739,0.364267179,0.447991319,1.779474706,0.462906997,13.23458666,0.788346887,7.396190471,0.810159337,12.69218347,0.802049746,24.28465554,23.98377006,18,56593.46054,10788.27282,45873.28329,57150.30666
1494,1495,120,0.183194991,0.200846716,0.565347464,0.668291957,0.730027578,0.652112604,0.543639649,0.399233504,0.603850101,0.505269988,0.807006527,0.604145559,0.846272089,0.788393307,0.911332094,0.580555589,0.447206052,0.2761391,0.460292037,2.635743076,0.592877762,12.70364591,0.817013222,7.386362846,0.912955627,12.74598463,0.967874812,24.9210812,24.56571196,18,61393.63197,10487.44917,55592.31516,78534.936
1495,1496,190,0.186373976,0.202195812,0.676025592,0.536096301,0.420908689,0.366928252,0.327830132,0.419470243,0.450823636,0.481073937,0.592641264,0.574940696,0.602051735,0.707349884,0.760192916,0.781677331,0.409153567,0.246324122,0.372827716,1.307062276,0.765318093,12.92321193,0.79368305,4.223201873,0.810830826,13.11565295,0.766366572,25.30287174,22.25374749,17,44355.07679,4731.15372,41177.11857,58300.80711
1496,1497,290,0.163354894,0.123969889,0.434349589,0.672163138,0.581127784,0.5001877,0.354785987,0.478006405,0.505049179,0.417866995,0.661544618,0.726796482,0.852561378,0.80387854,0.520782221,0.781823961,0.74065755,0.376971393,0.322625006,2.269557707,0.719799807,13.76312867,0.859011206,7.09163715,0.811454404,13.09648489,0.863303682,24.18572924,26.71724007,18,56126.84244,8948.52504,50949.56916,53521.77405
1497,1498,150,0.189850909,0.151271607,0.662204748,0.489669432,0.778416001,0.743731711,0.387523833,0.536361006,0.558091154,0.406239757,0.835583046,0.854115868,0.719928216,0.874179292,0.557515063,0.690699269,0.57613117,0.472217715,0.20196466,2.092350892,0.688742805,15.0413072,0.729335304,4.690111649,0.807629559,12.97970545,0.877548334,23.96836823,27.64343295,17,47689.86203,5185.08858,46662.21984,69515.48139
1498,1499,280,0.146993846,0.153734964,0.615698259,0.701329487,0.853190042,0.685898159,0.309372269,0.402658274,0.467375462,0.473608987,0.630694818,0.633619115,0.688802855,0.620098165,0.492431307,0.701158995,0.940893636,0.347588369,0.261065308,1.868213833,0.749339494,12.39299393,0.836342298,7.966639046,0.923542037,13.77614052,0.752152785,25.23219099,24.36180619,17,46709.90952,9983.24787,42448.57632,58354.131
1499,1500,360,0.157032894,0.153212706,0.489999579,0.71429174,0.79933524,0.790478197,0.492612332,0.426550536,0.536441761,0.65929566,0.78115191,0.829705605,0.589913732,0.546762672,1.033631961,0.775180156,1.155108621,0.391491932,0.353943252,1.328285615,0.473664588,12.06411599,0.832097838,5.914439799,0.894160477,14.88116421,0.834027963,24.5282987,25.38792036,17,55555.00664,8025.22419,50844.85722,58439.21313
1500,1501,210,0.142830559,0.2059014,0.828335757,0.772616259,0.540276957,0.537743388,0.32409671,0.305131234,0.472943611,0.409087057,0.974406476,0.75384883,0.68750591,0.575678098,0.887330394,0.794225344,1.180203818,0.235209614,0.355949716,1.755695289,0.569238634,14.13885511,0.804090769,6.452342633,0.805919324,13.98484499,0.767968263,25.65193282,24.28421731,17,42724.94582,8469.4635,43997.74536,69012.93798
1501,1502,200,0.146458207,0.180933905,0.855493475,0.653892775,0.699007703,0.710618174,0.619771466,0.371376982,0.622259981,0.630374451,0.650855662,0.893736178,0.893219576,0.940369873,1.120859602,0.77907943,0.565517197,0.297465975,0.346390879,2.861284953,0.450983006,13.68065024,0.775105453,7.353349338,0.838342634,11.94843629,0.816350958,25.46499837,23.98329391,18,49917.38276,10327.24533,43955.18958,69086.09115
1502,1503,80,0.180486903,0.206638123,0.571355111,0.539313497,0.63768285,0.686696072,0.4693858,0.522418396,0.613983918,0.383580773,0.686934499,0.936772964,0.704960462,0.785518302,0.505718425,0.555396259,0.785309174,0.395521039,0.314038326,1.159156124,0.567020068,13.03099375,0.926254093,6.468382558,0.875968048,11.66022313,0.908470286,24.87033889,27.18162783,19,63409.24035,11377.51047,52074.88734,76803.6672
1503,1504,40,0.149583134,0.135491084,0.660576339,0.447878909,0.49986514,0.494378005,0.426931194,0.583829233,0.35046474,0.539013739,0.888034934,0.829122656,0.675418709,0.75409415,0.7554257,0.665285517,1.054305592,0.198559668,0.492208129,1.604315172,0.486017292,13.44492893,0.816870257,7.433615589,0.839928481,14.28214602,0.873770458,23.37728361,25.42725651,19,66412.90103,13968.71079,61348.16262,50611.42173
1504,1505,10,0.174088271,0.136772395,0.432516511,0.670287844,0.541029336,0.63104971,0.414469744,0.540925899,0.472298291,0.54660588,0.659098457,0.599006828,0.784528522,0.777551613,1.189043153,0.419710317,1.168382857,0.278673881,0.360517069,1.897532923,0.508363049,10.88435716,0.856777042,4.948540412,0.918711064,11.91449152,0.888833268,25.59812354,23.93198074,19,58620.17602,9646.46403,52060.28679,53231.05143
1505,1506,150,0.156688519,0.157396259,0.501200115,0.700013325,0.719198489,0.613690145,0.566457892,0.322276998,0.607068617,0.39839237,0.905593805,0.793652659,0.863562538,0.666712503,0.551395864,0.77203466,0.780025019,0.451318217,0.402540342,1.539501643,0.441382249,12.05779241,0.86217048,5.146959639,0.754845051,10.47331647,0.782518935,25.13709693,22.57831378,18,54442.71505,7375.36401,36931.86723,60419.34201
1506,1507,330,0.120967427,0.129396837,0.631464595,0.755314789,0.707803434,0.867384136,0.407359279,0.394270796,0.371122166,0.485033179,0.705644772,0.742204707,0.807862871,0.712737179,0.539462933,0.46101406,0.921538588,0.356240564,0.350456396,1.596705079,0.700756844,11.51003598,0.806080491,5.308847666,0.915519656,10.62121579,0.936609478,24.72742329,23.48688508,17,49100.52695,7158.79191,40753.25136,51645.17337
1507,1508,320,0.126377751,0.128003909,0.780366835,0.816823412,0.540101045,0.667030567,0.502849979,0.33282076,0.481183152,0.400174879,0.538214336,0.856563868,0.716546296,0.71866871,0.446613222,0.758169296,0.66358478,0.471454937,0.348412872,2.428087599,0.570479516,13.32993765,0.788768515,7.111347754,0.826444603,11.25027634,0.84432408,25.54763995,24.02558228,18,49473.16634,10514.67846,42805.00305,49686.93714
1508,1509,270,0.149747391,0.194844088,0.737114557,0.594437981,0.82914542,0.518770762,0.542304015,0.405386051,0.388002992,0.478005067,0.662461828,0.658008036,0.652464199,0.709013651,0.541082589,0.51654532,0.949708337,0.271855578,0.258182891,2.95793558,0.647873086,13.79946611,0.772482657,5.923846708,0.867738312,11.75647613,0.953495655,24.01346988,25.51000304,19,55764.23214,10250.54094,55106.98176,65942.11368
1509,1510,260,0.174139788,0.150806692,0.598967011,0.47663704,0.711004509,0.675767072,0.402809025,0.419456998,0.478848727,0.499753079,0.684181462,0.64229768,0.757931173,0.639302093,0.917003661,0.769592691,0.553506683,0.412432615,0.164868567,1.567262024,0.738197359,12.47981015,0.769707927,5.856075913,0.874198304,11.85206887,0.802566532,25.16437072,25.36296948,18,48932.97106,7741.18218,42864.46473,61535.92275
1510,1511,130,0.164841296,0.203284223,0.869384129,0.589558144,0.552281994,0.424543747,0.380197175,0.527954943,0.491981722,0.549905176,0.555852569,0.603798978,0.698019401,0.800054511,0.444607807,0.794571746,0.987062002,0.224580575,0.302189263,2.23880915,0.548508687,11.90109892,0.847986739,6.087090353,0.797305728,13.35735449,0.963295188,23.52849503,23.66895531,19,64217.88737,9819.42087,63254.37642,65021.0397
1511,1512,220,0.125810909,0.187537378,0.880259551,0.732028915,0.620540095,0.784874416,0.378584845,0.221978751,0.374805861,0.544977259,0.662869197,0.694223217,0.738133982,0.692668652,0.614507344,0.617188696,1.125247534,0.268865058,0.170350794,1.542719012,0.553692502,12.90186571,0.857464073,5.690749609,0.820750273,13.86165701,0.912565559,24.13529288,23.47167911,18,51180.26766,8690.21139,57003.48366,65575.87695
1512,1513,320,0.194401472,0.176323993,0.589761537,0.705991511,0.67767013,0.517719974,0.602840304,0.359434732,0.460141986,0.497961391,0.86678729,0.896772623,0.848845172,0.81709331,0.8905568,0.524490022,0.535832801,0.351616209,0.228728788,2.257314826,0.538569566,14.21558935,0.827956824,6.368709316,0.877795085,14.44937206,0.859359474,25.17554017,29.12032594,17,48481.42875,8521.47612,50869.01598,74604.64125
1513,1514,60,0.166707326,0.179836054,0.532789403,0.62084202,0.596388554,0.711025657,0.286295333,0.365500632,0.404632843,0.421170772,0.570006175,0.581992987,0.845534805,0.704457211,0.796600092,0.717609713,0.503420093,0.458707049,0.319572629,2.878138796,0.552980532,12.86126579,0.884404868,6.672559309,0.801681689,13.16298728,0.791746332,24.42422119,28.5839485,19,62517.07208,12233.04711,51233.17299,69177.36339
1514,1515,0,0.185755482,0.168019164,0.859739236,0.521935274,0.359325492,0.402294212,0.561106223,0.576664777,0.583143773,0.548765673,0.780763952,0.788386501,0.819855913,0.873887503,1.198222532,0.526711185,0.85293655,0.195129973,0.425521454,1.992037271,0.50388373,14.68648897,0.827707732,5.530240591,0.784684958,12.70909114,0.858839766,24.10708384,26.15724784,19,58722.38205,8658.07383,53658.35868,58012.72992
1515,1516,210,0.14248731,0.182809715,0.7820451,0.602649634,0.684886999,0.798833576,0.222228547,0.476229231,0.363594894,0.413893955,0.62156149,0.778386132,0.628321269,0.824795975,0.788790939,0.678082922,0.975718834,0.216965491,0.218845892,2.079840752,0.579810902,11.98205992,0.760661271,4.721863307,0.886238624,13.12991897,0.78052389,25.53193416,24.20935859,18,45619.92478,8012.04936,46181.75547,67684.03287
1516,1517,260,0.109973888,0.173541015,0.702770985,0.519780029,0.404271725,0.768173764,0.479953268,0.440205694,0.377817003,0.40054502,0.686020187,0.754209386,0.93925053,0.800508065,0.649443326,0.435637823,0.611083219,0.271449688,0.206736502,1.381248473,0.590573787,14.09189991,0.826291782,6.258316482,0.736651934,11.71563704,0.809531094,24.68852932,22.4671221,18,44871.34657,8557.97913,42738.72996,64523.42418
1517,1518,120,0.173608786,0.153865444,0.563981973,0.434078606,0.802939804,0.502962775,0.566121454,0.361366052,0.452789433,0.498668017,0.812448559,0.663902884,0.699235818,0.517589161,1.084352972,0.505115579,0.885478319,0.460382644,0.303626125,1.82342689,0.586844761,14.19389946,0.794219447,6.272895605,0.838952564,12.14155293,0.733396336,25.50190076,24.75485527,18,48743.82663,8767.82157,40126.8567,59724.82998
1518,1519,180,0.149682455,0.136850948,0.736915208,0.69968565,0.665970381,0.625694259,0.351676919,0.337264007,0.456287025,0.437244018,0.69503163,0.620214921,0.93966418,0.707518749,1.167034736,0.75948522,0.635309294,0.412458368,0.377253288,1.525190128,0.477319513,13.46350286,0.95889553,6.593582846,0.822307968,12.48380878,0.835213788,24.03532835,24.67505153,18,56773.26367,11160.78795,46985.83539,53306.18295
1519,1520,360,0.164783668,0.147638979,0.538445426,0.73825915,0.412930516,0.513995078,0.320833531,0.384977041,0.410892292,0.548981591,0.735362568,0.639516009,0.753331671,0.770977525,1.033589194,0.598040765,1.072344268,0.430939759,0.221504479,2.719529754,0.539850575,10.56984331,0.798338084,7.835717459,0.863481565,13.38530981,0.854473267,23.56933416,24.61623598,17,55233.83378,10794.54795,46855.04847,51976.64019
1520,1521,280,0.164823456,0.160039918,0.471049675,0.700748372,0.813589819,0.580021526,0.459043047,0.460727272,0.370817051,0.394824032,0.596137762,0.731982435,0.828621422,0.902826298,1.093008132,0.557494926,0.81039229,0.200071646,0.389021998,1.758311131,0.507330313,14.06741185,0.841812827,5.02335731,0.875361598,12.41966739,0.824400808,25.05590607,25.8861856,18,50864.66143,8619.3603,46139.25201,69273.44253
1521,1522,320,0.114817678,0.125893597,0.724691558,0.570033059,0.733991705,0.492160434,0.517234316,0.490300485,0.542395404,0.498368043,0.724925593,0.623035587,0.641447933,0.652151074,0.616209011,0.568544643,0.520312444,0.442496355,0.233067848,2.694436619,0.68822752,13.933195,0.823112683,6.299450222,0.954798272,13.28171562,0.887535554,24.98328064,29.1247698,19,59513.6076,10933.35618,57949.632,41840.80758
1522,1523,120,0.162525593,0.168926776,0.687690016,0.602071116,0.646113922,0.769948564,0.486055946,0.516993824,0.448135525,0.553997661,0.916680979,0.790197684,0.790114087,0.876492501,0.857065016,0.573430477,1.139179573,0.351938944,0.449317337,2.127424394,0.680573231,12.39641478,0.892998403,7.617466,0.924977187,13.03019659,0.894735465,25.63515698,25.25985392,17,53301.9701,9327.04716,47761.18836,71715.5799
1523,1524,330,0.182382453,0.141249092,0.490681117,0.796203675,0.668163166,0.6680493,0.348113772,0.370311377,0.420647387,0.397201405,0.649559747,0.680116857,0.655938174,0.891490293,0.979893515,0.544805094,0.508086866,0.488689423,0.275558022,2.943146694,0.559057129,12.338671,0.926518315,8.162215847,0.771305074,13.75462675,0.822240851,24.47250647,23.01329722,17,50853.25785,10529.84472,46331.60649,60480.05937
1524,1525,40,0.158150904,0.187405867,0.748500583,0.640669046,0.664766501,0.784313544,0.471353877,0.549597797,0.535945048,0.413518227,0.956626269,0.712773387,0.838288,0.707056843,1.006864033,0.597342438,0.918707491,0.429889427,0.217615023,1.911632007,0.527150802,11.60150826,0.916535234,8.139062261,0.803802482,14.68785866,0.89401653,25.26944899,25.97298234,19,64840.57821,13685.23776,64552.75281,73288.15233
1525,1526,250,0.118271514,0.16374663,0.621659506,0.723875158,0.788130025,0.610629968,0.480634312,0.566683172,0.45711248,0.44538598,0.635322073,0.609741606,0.642688641,0.901441332,0.751691062,0.489522047,1.061949505,0.150568993,0.208938337,2.312908138,0.667303613,14.72386533,0.885971393,6.439720315,0.768969275,13.15402457,0.760093962,24.33899907,23.56169192,17,41101.60773,6865.5612,40959.57528,59819.44743
1526,1527,340,0.180801421,0.135541473,0.470659718,0.751704146,0.687916297,0.640678172,0.349727145,0.260426824,0.378854957,0.370087847,0.645411981,0.819467184,0.921822089,0.595059115,0.472106913,0.706867402,0.693824369,0.187398193,0.378713615,2.253558302,0.646791459,14.74751164,0.714456187,7.839313434,0.738942811,13.36162065,0.823588081,24.16845932,23.50739539,19,51434.08179,13182.19077,54097.84014,57958.57545
1527,1528,300,0.151743682,0.178000462,0.480256955,0.57953555,0.673898354,0.758590927,0.36078461,0.509966687,0.527108389,0.537183561,0.649825377,0.793300059,0.721498596,0.578995568,0.964876685,0.758686101,1.118462035,0.316580501,0.413337905,2.9174444,0.551739515,14.41773784,0.903488428,4.305369761,0.867461278,13.29474927,0.899999409,25.0746855,26.4092195,17,50434.56269,5429.56032,49017.58122,62666.4762
1528,1529,290,0.132426703,0.175628525,0.6097814,0.545686797,0.757282101,0.542996715,0.41173304,0.26666059,0.384743484,0.654533173,0.823611579,0.66119783,0.786558083,0.677507291,0.967557054,0.447838446,0.593457072,0.424344818,0.309566353,2.050016302,0.449275212,12.70965618,0.851668816,8.069223164,0.884378957,12.33895684,0.782256225,25.51170216,26.12966285,18,54271.09019,13442.51547,43496.03253,59152.64538
1529,1530,250,0.195591765,0.170437146,0.411538795,0.883152105,0.627614115,0.60464668,0.469968043,0.549249193,0.556091876,0.424080106,0.904307813,0.692106065,0.697473685,0.701623777,0.558844653,0.498746237,1.011817676,0.467203919,0.284642623,2.47537447,0.537628052,12.9247334,0.890534772,8.707435204,0.808782115,14.26575515,0.769696922,24.56491512,28.17938452,19,63191.49868,14437.46529,53979.05412,71287.37667
1530,1531,70,0.190831582,0.182467754,0.720707357,0.53135957,0.817223885,0.797263734,0.427679903,0.624319903,0.416967597,0.569912449,0.695633983,0.771366755,0.82313457,0.639439018,1.148071775,0.563461977,0.71006287,0.35551865,0.315227512,2.132338726,0.691617815,13.15155805,0.846760365,6.606363282,0.857497019,14.05467135,0.730103342,23.86556962,26.23643212,19,62485.47843,10392.89712,50444.72694,80965.39947
1531,1532,280,0.158808518,0.214431793,0.863322392,0.557841086,0.676316821,0.709852545,0.407620103,0.27483742,0.448663084,0.447673327,0.708881023,0.745460299,0.574190884,0.634542558,0.664149843,0.543043179,0.436995813,0.475015605,0.393262888,2.687281857,0.596747739,14.29727063,0.853689675,5.87624342,0.801462411,14.13963688,0.765433502,25.04000249,26.20867325,19,58493.01553,9984.15039,53205.49311,72953.97141
1532,1533,200,0.188985658,0.197411222,0.542437845,0.749994486,0.493722903,0.553891194,0.539837895,0.551163294,0.436197702,0.376958033,0.666337978,0.800989303,0.64332512,0.548107469,0.865692649,0.63455386,0.638971222,0.278382289,0.386943673,1.964809708,0.455891063,13.20404435,0.800689363,6.016918857,0.805383172,12.93498824,0.838825858,23.87382617,26.03400771,17,51740.97347,8429.74281,44449.54818,62892.15198
1533,1534,120,0.172493565,0.164907409,0.347213188,0.678669519,0.603015429,0.34129172,0.497148512,0.316343306,0.381641322,0.4257738,0.870897241,0.756343495,0.85016199,0.756257229,1.152645119,0.4730263,0.543708952,0.222253705,0.489428228,1.161139749,0.474817211,15.03222756,0.760059448,7.800198493,0.752784011,11.37080984,0.93099506,24.69294467,23.98129622,19,57992.578,13978.32786,52041.46467,63794.08665
1534,1535,350,0.172394133,0.154648889,0.476902309,0.366605813,0.470554908,0.739932442,0.51489298,0.303755576,0.456741764,0.646050912,0.604241484,0.757317593,0.8048822,0.865059354,0.468959313,0.537780438,0.535006011,0.416433146,0.419370693,1.707608687,0.743864576,11.66252705,0.856325336,5.178732833,0.859529161,14.08349881,0.979416997,25.19875404,25.17750208,17,56656.59116,5589.76089,56507.70915,57131.58264
1535,1536,20,0.152958458,0.15792835,0.504327858,0.69372495,0.62678405,0.834977333,0.541692237,0.385564281,0.454877794,0.590171372,0.851365688,0.657539871,0.908527092,0.721149821,0.983773751,0.776014937,1.17938714,0.253209182,0.292405064,2.721594943,0.519757857,13.90318219,0.876025682,6.944346062,0.772696547,13.50718016,0.716983491,24.73480776,24.40112228,17,43974.85209,8062.45641,39673.75896,62552.69982
1536,1537,320,0.149804392,0.201739822,0.577447075,0.8472794,0.66561703,0.617978037,0.464814738,0.497832771,0.477182775,0.529883788,0.546554566,0.768120227,0.555977871,0.86528091,1.195336348,0.436625517,0.75587009,0.218111346,0.241392532,2.105589007,0.709234568,14.76526272,0.911801791,4.970366845,0.751648244,13.02206626,0.821279996,24.33193444,27.7550914,18,50639.53283,5558.72205,48194.03826,67395.90009
1537,1538,120,0.136829589,0.19206321,0.585369512,0.589853827,0.808570051,0.760861523,0.438671482,0.438650316,0.575869235,0.442065725,0.637829218,0.818754851,0.883354132,0.656639459,0.743064724,0.4130058,0.945949141,0.307598846,0.451335852,2.402878207,0.488774924,13.8852158,0.890488582,6.918450113,0.851310274,13.75305147,0.771253753,25.32963508,23.02799548,18,53948.19513,10494.87207,47798.96994,69270.19215
1538,1539,210,0.120516017,0.145865375,0.680009914,0.558970589,0.823879301,0.867832243,0.559072458,0.668689841,0.686500021,0.56003136,0.675374759,0.883822679,0.584831529,0.638560022,0.513733159,0.623663484,0.440623304,0.236990424,0.269671375,2.855368367,0.522866518,15.1804599,0.811799521,6.437611157,0.847055284,12.55250585,0.765415032,23.87244765,22.17561188,18,48647.9317,8289.91434,43296.18321,52599.42804
1539,1540,70,0.127037832,0.163802322,0.605848056,0.654728639,0.598311831,0.543903927,0.34830392,0.532778623,0.644572867,0.642813366,0.695590097,0.626161472,0.839989383,0.655581968,1.099007885,0.721785521,0.555204599,0.181798805,0.331556115,2.520076474,0.481036787,13.8864078,0.781801732,8.484737395,0.798111679,11.11874105,0.855566623,24.29086264,28.1059331,19,61054.22559,13124.41314,46764.92073,54073.66176
1540,1541,0,0.143451142,0.18643199,0.54266467,0.64036119,0.388685615,0.730688506,0.401690463,0.416921361,0.448832872,0.533597094,0.571761136,0.69999319,0.71915298,0.744824882,0.794008154,0.689586412,0.981797587,0.383346777,0.395065855,2.535631316,0.65769562,12.53643793,0.850524966,4.236294917,0.774855668,12.41082197,0.772657606,24.84890355,23.23098338,17,46828.05353,4646.74848,39284.12865,56790.85518
1541,1542,210,0.118092857,0.205158261,0.562920302,0.851626722,0.670585282,0.678362678,0.341238758,0.605742236,0.398948483,0.388880002,0.611246021,0.543943783,0.826364306,0.722543051,0.411928096,0.519172878,0.61041333,0.172448737,0.48652231,2.295614197,0.433775177,12.89183599,0.835725438,6.19153923,0.897235045,11.56306273,0.875861103,23.84709798,28.61508587,18,58330.43222,11852.04306,45638.38938,65939.45844
1542,1543,270,0.173345228,0.19826716,0.407169556,0.629299443,0.550854245,0.53184549,0.453265607,0.338610386,0.515073303,0.482285757,0.864836191,0.758360056,0.703708062,0.718895414,1.00884028,0.414101065,0.63960455,0.196200433,0.24611284,1.625338473,0.582475867,12.48799257,0.901448283,7.539289762,0.833287502,13.12766675,0.775730381,23.89287546,23.95612991,18,54318.27084,10524.53751,45890.26113,69721.73337
1543,1544,120,0.153461455,0.213584593,0.610652795,0.598861001,0.380784136,0.581354551,0.505976578,0.3850946,0.42852929,0.442535945,0.75113334,0.792565537,0.770479463,0.630047671,0.419865688,0.65576012,1.122268511,0.465059244,0.444181269,1.162554075,0.569091424,10.88694503,0.805586463,5.919557499,0.984947379,11.64770425,0.833846769,23.65418023,22.74713361,17,58258.86827,8875.40784,39788.36265,68863.36491
1544,1545,280,0.180343254,0.189068947,0.761960206,0.716405107,0.676155335,0.769816708,0.490627106,0.265332002,0.519594077,0.352508346,0.542188326,0.867773964,0.83413451,0.714003775,0.426997098,0.64525255,0.439424675,0.342165945,0.393525374,2.280137968,0.728813955,14.57248067,0.881746942,6.64843994,0.865524642,11.50415979,0.723465418,25.65294152,26.75685487,19,52218.64744,11247.4593,40915.08039,78939.62139
1545,1546,310,0.135277904,0.192903424,0.687839124,0.540609565,0.669277368,0.620366055,0.417388081,0.558539346,0.433079982,0.365006513,0.676008758,0.870179814,0.886117962,0.669606065,0.980608657,0.538861374,0.76506207,0.220418747,0.254393547,2.987536807,0.439179249,12.85142561,0.927000036,5.355670273,0.813340488,13.50153092,0.75505698,24.30980493,24.55016293,19,56058.62261,10577.64231,50115.66357,67117.49229
1546,1547,270,0.173221937,0.144709003,0.871165831,0.726533372,0.511631503,0.469401548,0.302324157,0.577480352,0.548824336,0.419646103,0.827080978,0.653050662,0.634450008,0.870367964,0.967928514,0.64259083,0.671456589,0.486241811,0.343572716,2.219949723,0.655991028,12.53226101,0.779566187,6.170576568,0.784061655,11.7592083,0.909973211,25.31054009,27.29637223,18,56198.35952,7608.03432,48220.18518,60842.71218
1547,1548,80,0.131473173,0.214381247,0.742095831,0.57922591,0.79465001,0.346745334,0.299908261,0.561949291,0.441761527,0.335324298,0.692159409,0.870320018,0.618907796,0.697715637,0.599423806,0.432875836,0.77574658,0.207917001,0.282147521,1.736022357,0.736565508,11.59074414,0.970155815,6.243211971,0.97963047,12.87508144,0.919561149,24.53369688,23.297012,18,55884.46568,10052.79096,53352.25398,69768.72981
1548,1549,340,0.150121073,0.18593846,0.811665918,0.538811539,0.555438695,0.758879822,0.456317009,0.521412909,0.493686789,0.472616591,0.573316862,0.764763419,0.62563224,0.769682531,0.761203982,0.628709727,1.03360553,0.455668798,0.426827658,1.409333515,0.675554979,12.08723977,0.768182276,5.28942976,0.785789468,10.91378493,0.797567643,24.46506744,26.23375467,17,53114.76587,5604.7146,35659.26825,60358.19628
1549,1550,0,0.171873515,0.188743112,0.596328388,0.716191879,0.536783729,0.524681388,0.529320791,0.318464498,0.389771881,0.392822049,0.880024096,0.735198331,0.906467219,0.728387014,0.573177193,0.778238293,0.468916315,0.370101096,0.251473708,2.465739543,0.475314429,13.25462192,0.795134786,7.333409868,0.887732521,12.59487045,0.903280027,25.58828057,24.34590307,18,49029.4971,13728.80397,51267.04692,69637.58319
1550,1551,160,0.124242919,0.179595151,0.560046694,0.868939232,0.517778958,0.679091105,0.366614654,0.588848633,0.469807789,0.45929127,0.672223046,0.662930077,0.559861416,0.950511565,0.857016374,0.535903949,1.030677335,0.404891654,0.327619103,2.897206548,0.539095488,11.12462874,0.87450098,5.9364595,0.907248145,13.19082747,0.737191775,24.31392171,26.08984029,19,63416.34061,11558.67828,47803.89129,57143.17152
