#,Job_ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,District Cooling [kWh],c1: Interior Lighting[kWh],c2: Total Energy [kWh],c4: Annual Total Peak Values[kWh],c5: Annual and Peak Values-Cooling [kWh],c7: Not Comfortable[Hours]
693,case_694,0.748082721,1.076375293,1.004391935,3.028895606,0.257763231,0.527176037,0.299194589,0.35200673,0.225944978,0.231949755,0.258481817,0.299495709,475480.6637,84079.70123,1033937.36,558607.2412,475481.0438,3280
694,case_695,0.711803364,1.213000086,0.770082287,3.942027487,0.244165195,0.776976499,0.277868877,0.321454597,0.274857025,0.233377031,0.340981385,0.318490693,483047.7168,70161.0846,1027583.38,544688.5929,483048.097,3297
695,case_696,0.984484321,0.628014366,0.851271545,3.285674766,0.332616043,0.786600207,0.264493815,0.362770795,0.250675254,0.219821323,0.234678369,0.379658585,477368.4221,72316.79816,1024061.61,546844.3065,477368.8022,3283.33
696,case_697,0.712931225,0.617785635,1.416261068,3.178349075,0.213636527,0.389751286,0.380066167,0.231747889,0.232941492,0.295825353,0.375895928,0.258021986,468252.3437,89136.92518,1031768.54,563664.4652,468252.7133,3290
697,case_698,0.812681469,0.963307332,0.668361996,3.098786481,0.236544018,0.770256333,0.363634609,0.294618859,0.249906327,0.246477079,0.23943333,0.363132795,480197.5094,72668.24015,1027241.24,547195.7485,480197.9002,3279.17
698,case_699,0.787271078,1.417188311,0.787698457,3.88361418,0.331906831,0.665368853,0.254006095,0.378470608,0.220789038,0.204012436,0.255279705,0.359214534,491378.4058,76046.92243,1041797.29,550574.4308,491378.7965,3295.17
699,case_700,0.652228414,0.578605136,0.806392838,3.92734706,0.294804152,0.341933459,0.215163712,0.272575528,0.214475694,0.218997524,0.330243725,0.350315071,469823.9779,93163.57566,1037366.33,567691.1157,469824.3581,3258.83
700,case_701,0.961732397,1.441286237,0.532615036,3.140674271,0.241793593,0.690789787,0.206974193,0.3603889,0.266365185,0.204784877,0.240791312,0.209246294,478413.3763,80150.18264,1032939.6,554677.691,478413.7565,3291.83
701,case_702,0.709273797,1.344154439,1.300668867,3.406531204,0.394384583,0.350172859,0.327680799,0.285419331,0.277806771,0.242486804,0.20720167,0.356566409,486546.551,97351.42644,1058271.47,571878.9665,486546.9418,3296.67
702,case_703,0.952729393,0.532765197,1.226605393,3.500791393,0.297261439,0.552801456,0.35714412,0.378434006,0.210181033,0.285005452,0.295530812,0.306974823,479117.0736,80468.46614,1033961.37,554995.9745,479117.4643,3297
703,case_704,0.845630835,1.349574543,1.303186192,3.85848001,0.224013795,0.234443513,0.357648766,0.275915864,0.244990014,0.244851402,0.345225341,0.20756687,487524.7978,115165.4847,1077063.46,589693.0248,487525.1885,3306.17
704,case_705,0.668195652,1.329929278,0.674948435,3.050223398,0.211825743,0.610977624,0.323534714,0.242813331,0.299293005,0.250623387,0.201847239,0.239324502,471547.4755,82505.13217,1028430.84,557032.6405,471547.8557,3271.33
705,case_706,0.841724486,0.842624171,0.548469832,3.735631008,0.279632562,0.518568095,0.380392237,0.214177177,0.292871258,0.261349626,0.300215112,0.268038506,489285.192,81824.13216,1045481.95,556351.6405,489285.5827,3280.5
706,case_707,0.553612561,1.247455548,1.093959607,3.554249199,0.221632477,0.584924796,0.268053113,0.273474042,0.255445451,0.265280231,0.278247604,0.224689149,462091.5869,81433.03933,1017905.82,555960.5477,462091.9565,3287.83
707,case_708,0.703187774,1.446807928,1.386611317,3.172085287,0.386462804,0.391591457,0.377727193,0.275169742,0.20925921,0.23649071,0.264396796,0.339111117,488642.785,92441.65801,1055457.28,566969.198,488643.1757,3304.5
708,case_709,0.667199652,0.688940366,1.111298507,3.227723587,0.334226384,0.538811356,0.352973998,0.354210674,0.230195021,0.29101513,0.342184218,0.327506514,488509.5811,79043.06278,1041925.52,553570.5711,488509.9718,3278.83
709,case_710,0.642048439,0.819878616,0.543830121,3.513683355,0.264666427,0.606603822,0.302406954,0.279024484,0.233927844,0.205760733,0.370126604,0.216412876,478508.6486,79247.80933,1032132.46,553775.3177,478509.0288,3263
710,case_711,0.718772106,1.23395692,0.997417778,3.62035884,0.317220009,0.370704382,0.278127953,0.302255955,0.220520453,0.235622654,0.278950563,0.363729359,484201.8298,92167.01577,1050743.08,566694.5558,484202.2205,3287.83
711,case_712,0.576333261,0.634582657,0.939763214,3.412752404,0.303630341,0.382076671,0.37016375,0.261520348,0.229459184,0.221950673,0.206626327,0.264940283,468594.8256,100023.0443,1042997.02,574550.5843,468595.1952,3234.17
712,case_713,0.777720991,1.267502689,1.319249309,3.388156047,0.262901464,0.282958505,0.247693229,0.398501749,0.250844076,0.231657456,0.274902216,0.209983227,474917.1398,111398.3066,1060692.58,585925.8149,474917.52,3293
713,case_714,0.546513836,1.312033851,0.633356655,3.235861028,0.215604847,0.205443586,0.255988975,0.206932274,0.230309206,0.245216095,0.374342804,0.343689605,485335.847,115079.7857,1074789.49,589607.3257,485336.2378,3261.17
714,case_715,0.500556813,1.321977331,0.786148323,3.876326517,0.393142811,0.55782446,0.252781458,0.289005272,0.251727846,0.205485838,0.373483461,0.272280421,488898.5165,78839.89973,1042111.17,553367.4081,488898.9072,3282.67
715,case_716,0.904655881,1.092069146,0.693821493,3.038830401,0.343180661,0.637526773,0.2299,0.266953311,0.215917484,0.226166678,0.353939427,0.215429664,478974.8726,78524.71989,1031875.45,553052.2282,478975.2528,3285.83
716,case_717,0.537872005,1.116972006,0.594550128,3.725007719,0.312103463,0.459284754,0.246071966,0.213472674,0.278963722,0.241415397,0.222458484,0.317568663,476260.9949,87313.11322,1037950.83,561840.6216,476261.375,3265.83
717,case_718,0.914779484,0.816480435,1.286484678,3.891428865,0.370930173,0.733002166,0.261951394,0.368560797,0.215310657,0.206457221,0.292827203,0.364917087,478039.7107,72647.1796,1025063.07,547174.6879,478040.0909,3308
718,case_719,0.518408895,0.692524307,0.947085573,3.755928988,0.343694925,0.348631691,0.34246113,0.301460843,0.279022075,0.284712335,0.327041291,0.349710263,493032.7987,90511.08648,1057915.31,565038.5948,493033.1894,3261
719,case_720,0.999921399,1.09235927,1.258475771,3.007142798,0.322957699,0.601015991,0.240058395,0.230030891,0.217774767,0.211074072,0.397192642,0.216902131,466926.8314,78883.28763,1020189.79,553410.796,466927.2115,3311.5
720,case_721,0.856530854,0.722628018,0.921254887,3.719440968,0.358923837,0.298517828,0.332965422,0.316633034,0.209626649,0.231856959,0.335068079,0.336423085,495119.1274,99433.63393,1068923.53,573961.1423,495119.5181,3276.17
721,case_722,0.666390764,0.882962286,1.152979164,3.685426203,0.282991268,0.282474833,0.28147432,0.299140858,0.269119443,0.299083972,0.34322718,0.38178173,484029.0154,96696.96589,1055100.24,571224.4742,484029.3955,3286.17
722,case_723,0.529121216,1.050980109,0.978252272,3.324968729,0.243837133,0.291024888,0.280435112,0.239373683,0.273355613,0.262658501,0.293642114,0.396211028,473730.407,98382.98168,1046490.92,572910.5217,473730.7872,3267.5
723,case_724,0.800111785,0.852724997,1.200435246,3.14885274,0.289707035,0.682430072,0.370225115,0.245458018,0.208380796,0.215777085,0.379418738,0.30869011,476160.3158,73997.71508,1024534.79,548525.2234,476160.696,3300.67
724,case_725,0.941181285,1.282809329,0.513817041,3.593365492,0.219690124,0.617482108,0.216578074,0.205141384,0.279367475,0.256825194,0.200219924,0.317127599,469887.528,79542.91039,1023809.18,554070.4187,469887.9082,3295
725,case_726,0.836317375,0.96674524,1.378949692,3.851980752,0.211175745,0.297474648,0.299740318,0.290112836,0.266247321,0.260622754,0.377882892,0.257848787,473567.4557,98205.43966,1046150.46,572732.948,473567.8358,3305.83
726,case_727,0.804636259,0.711228846,1.210273924,3.63911616,0.322868101,0.49071733,0.305118201,0.350409898,0.280165743,0.205428323,0.284318246,0.22958203,470632.9056,86908.46563,1031919.87,561435.974,470633.2858,3283.17
727,case_728,0.675513417,0.708894972,1.469418195,3.580185184,0.342633234,0.443412766,0.223242991,0.239220501,0.222689057,0.276293335,0.272588448,0.32798694,458585.6774,86622.04215,1019590.02,561149.5505,458586.047,3294.83
728,case_729,0.632852592,0.522884202,1.439019527,3.947841534,0.273975021,0.727753171,0.326574157,0.358028401,0.277672948,0.292954104,0.269393388,0.376344257,471090.3859,71304.21325,1016772.95,545831.6899,471090.7661,3295.67
729,case_730,0.909293632,1.430242235,1.445121855,3.009512552,0.379184073,0.517177471,0.339149311,0.25551657,0.216377159,0.249872388,0.248626168,0.234724589,479832.6192,87324.41941,1041532.64,561851.9278,479833.0099,3313.83
730,case_731,0.867380789,1.124463184,1.172035189,3.35421615,0.313276272,0.598323448,0.336088316,0.26769877,0.263448258,0.277466964,0.394267681,0.344336056,487677.4954,74599.57176,1036650.2,549127.0801,487677.8861,3313.67
731,case_732,0.87596838,0.638192012,1.223294805,3.453698528,0.371954907,0.368592838,0.267147076,0.277195287,0.227621475,0.227797076,0.323410638,0.280300656,472021.7885,93931.25646,1040331.1,568458.7648,472022.1686,3284
732,case_733,0.929603761,1.161253241,0.652373704,3.480796168,0.377160378,0.703622633,0.239288864,0.292424217,0.261218888,0.292301136,0.38171999,0.358692705,497201.3482,70723.48046,1042294.94,545250.9571,497201.7494,3306.33
733,case_734,0.932844448,1.260117224,0.874710848,3.575757304,0.237996116,0.791441198,0.322071534,0.385133464,0.228579509,0.236404528,0.235627368,0.289276051,480186.168,74232.48479,1028794.13,548759.9931,480186.5482,3300.83
734,case_735,0.537217571,0.850815384,1.322932245,3.720804189,0.238974705,0.628208092,0.394191537,0.219553495,0.208009055,0.242166329,0.382545136,0.365502774,472506.7459,73821.31318,1020705.98,548348.8215,472507.1261,3301.17
735,case_736,0.760976917,1.148122051,0.773479088,3.151611475,0.387180822,0.678297319,0.31236971,0.29402454,0.27245358,0.240507744,0.393782563,0.247061776,496532.3933,74243.88599,1045146.62,548771.3943,496532.7946,3289
736,case_737,0.996880897,1.00790308,1.497754574,3.69750014,0.344269545,0.32444966,0.323796319,0.264643048,0.216272356,0.231129037,0.385531371,0.29330271,484022.8694,95306.93792,1053704.09,569834.4779,484023.2602,3320.5
737,case_738,0.93565184,0.934440026,0.579701555,3.525815778,0.262086415,0.41148919,0.211116572,0.356709058,0.267830664,0.223906678,0.286140859,0.308049002,481737.2208,89575.58635,1045687.82,564103.1264,481737.6115,3281
738,case_739,0.753562729,1.440638214,1.387278244,3.125697041,0.284931742,0.686796758,0.382054077,0.339115402,0.205382857,0.270667047,0.32797932,0.294470165,486150.0653,74853.12178,1035376.8,549380.6301,486150.456,3314.5
739,case_740,0.815049195,1.236182077,1.072462078,3.451378264,0.219218363,0.334385805,0.318690746,0.375672608,0.26812115,0.217877548,0.244530326,0.360798401,482971.0618,97777.26126,1055122.93,572304.8013,482971.4419,3289.83
740,case_741,0.537394104,1.412153098,1.375233712,3.663300306,0.25941079,0.602750295,0.363348924,0.340270292,0.237110333,0.243093452,0.28140288,0.376742599,480944.1965,76815.9017,1032135.35,551343.41,480944.5872,3304
741,case_742,0.823328662,0.756941528,0.944638761,3.344251021,0.335934469,0.415636162,0.23805758,0.288194833,0.207428548,0.299922812,0.303836883,0.383136557,479230.2134,86095.81343,1039701.83,560623.3218,479230.6042,3282
742,case_743,0.928607525,0.580840711,0.916339774,3.309641014,0.392526451,0.684769708,0.315163856,0.385948729,0.211379888,0.257122406,0.25245146,0.224067213,480650.903,79525.52356,1034551.76,554053.0319,480651.2938,3273.17
743,case_744,0.767455148,0.509824981,1.354778736,3.899741884,0.268335283,0.620338218,0.236456242,0.30456521,0.268525861,0.252880383,0.346772162,0.200004973,453541.704,77975.3404,1005900.96,552502.8487,453542.0736,3293.83
744,case_745,0.535634019,1.281881147,0.897665496,3.532653329,0.277876524,0.398700805,0.227342809,0.22845134,0.289548818,0.256336122,0.302507015,0.227398945,470667.479,91782.06692,1036828.03,566309.5753,470667.8486,3275.67
745,case_746,0.788653694,1.028388593,1.113275075,3.752558865,0.319942723,0.289438214,0.367449846,0.278037617,0.263622677,0.219900835,0.315178259,0.285545958,490372.8086,102873.0276,1067618.1,577400.5359,490373.1994,3290
746,case_747,0.796563651,1.446169076,0.608425379,3.502218983,0.260281247,0.515638945,0.31717693,0.313310182,0.264522543,0.209460459,0.254704837,0.257588766,487092.9043,85948.51626,1047414.75,560476.0563,487093.295,3285.67
747,case_748,0.664312561,0.734634372,0.798665419,3.412176744,0.351147821,0.281462456,0.213974559,0.307502532,0.248151409,0.251701326,0.220206166,0.309075522,479693.8925,109257.6046,1063327.16,583785.1446,479694.2832,3245.83
748,case_749,0.854814489,0.889224687,1.337855133,3.572027807,0.273502914,0.671227226,0.209602164,0.377927126,0.26170274,0.279543472,0.378144041,0.299201483,467800.1117,72976.80096,1015156.31,547504.3093,467800.4813,3309.5
749,case_750,0.934362162,0.668277069,1.190351591,3.469110485,0.201233393,0.772611711,0.252902209,0.220661373,0.217224126,0.209790858,0.399784463,0.202862863,448824.0874,73098.69879,996308.18,547626.2071,448824.4464,3301.5
750,case_751,0.621227869,1.144416682,0.632052296,3.921507969,0.315816497,0.584301427,0.298036808,0.37709868,0.260042821,0.269895108,0.269141506,0.343244166,498198.1171,77715.04467,1050282.96,552242.553,498198.5184,3279.83
751,case_752,0.57595709,1.32384715,0.969533023,3.362006839,0.372390139,0.206913351,0.363150085,0.352751176,0.267162609,0.255381454,0.371667498,0.270134295,513058.0963,117733.0983,1105156.31,592260.6383,513058.5082,3273.17
752,case_753,0.762033075,0.606243161,1.217274895,3.79584143,0.289162662,0.507946561,0.335059615,0.3698031,0.235849137,0.257264025,0.282322845,0.283887923,474938.2176,83482.78507,1032798.14,558010.2934,474938.5978,3283
753,case_754,0.837408271,1.15517588,1.350870714,3.982081204,0.349324356,0.633407726,0.210206486,0.211438646,0.205924612,0.287400654,0.30876815,0.393571378,469044.7027,73833.72782,1017257.45,548361.2362,469045.0723,3316.17
754,case_755,0.798510005,0.767371817,0.661744078,3.394848897,0.210970986,0.779207055,0.356211603,0.31177071,0.201151605,0.249269354,0.222739821,0.297797904,469726.1501,75231.00822,1019335.95,549758.5166,469726.5302,3269.67
755,case_756,0.879141059,0.655725675,0.792695114,3.950574448,0.274611874,0.577026207,0.297489677,0.337162984,0.271561903,0.218884504,0.232945481,0.306774668,475143.6941,80804.26315,1030325.04,555331.7715,475144.0742,3275.67
756,case_757,0.728518322,1.200605351,0.844252593,3.605879685,0.334998178,0.619625144,0.367931404,0.247150252,0.213052084,0.216643679,0.212073379,0.322174084,479566.4544,80759.70346,1034701.85,555287.2118,479566.8451,3284.17
757,case_758,0.63208158,1.492626451,0.665544648,3.71346598,0.299889512,0.784940958,0.314666741,0.26940477,0.237907673,0.267303652,0.282980091,0.302832891,488671.1808,71963.61432,1035007.6,546491.1227,488671.5715,3293.67
758,case_759,0.801144322,0.948419453,0.855138169,3.327060624,0.24561768,0.574486802,0.255279352,0.279870324,0.264647505,0.298098494,0.307341065,0.218904065,468629.9904,80628.84302,1023637.97,555156.3514,468630.36,3283.67
759,case_760,0.685396382,1.013575816,1.38426075,3.689135842,0.307388466,0.346051107,0.350261574,0.383206859,0.231669604,0.263161426,0.376629414,0.330277747,493990.992,91052.64348,1059414.77,565580.1518,493991.3933,3303
760,case_761,0.772211892,1.120738471,0.919392948,3.352187733,0.372192397,0.6057745,0.371975606,0.290583886,0.299171149,0.25432961,0.350114672,0.206554044,495401.1533,78689.91061,1048461.76,553217.419,495401.5546,3290.33
761,case_762,0.699988846,0.942910292,1.253697054,3.044067529,0.368915262,0.489349252,0.331309395,0.295752776,0.270030538,0.271640003,0.345571114,0.340162166,488504.5651,80913.52465,1043790.94,555441.033,488504.9558,3294.17
762,case_763,0.675760207,1.146707347,1.272444314,3.705107689,0.370035567,0.568067516,0.264441872,0.221703762,0.273500452,0.283576624,0.232380367,0.38741128,473908.6282,78275.95204,1026562.04,552803.4287,473909.0083,3300.83
763,case_764,0.60000971,1.383426313,0.929490138,3.881476169,0.344007982,0.775376656,0.267929349,0.356267358,0.247529532,0.276595767,0.34540772,0.334526155,494116.8989,69714.63261,1038202.62,544242.141,494117.2896,3299.17
764,case_765,0.580164285,0.987446586,0.502119139,3.595802287,0.249808346,0.286483096,0.366804774,0.311911643,0.236409856,0.255823719,0.35172668,0.249976533,500404.3123,103041.8287,1077815.24,577569.337,500404.7136,3264.83
765,case_766,0.850807257,1.180999004,1.197292249,3.154841051,0.236703282,0.564513982,0.269739227,0.252739564,0.290141968,0.213745143,0.223367274,0.374098226,462843.6067,80326.29951,1017550.88,554853.8079,462843.9763,3302.33
766,case_767,0.889087092,1.393928112,0.862471537,3.971422094,0.306191062,0.311408466,0.293390997,0.250592295,0.23366568,0.249478026,0.274318613,0.291813449,490933.2595,100675.4146,1065980.77,575202.923,490933.6608,3293.33
767,case_768,0.867123904,1.142453434,0.733649962,3.158384677,0.281908677,0.262294835,0.371304707,0.236692475,0.203990698,0.288345107,0.365646213,0.286398952,501504.527,105054.7422,1080928.02,579582.2506,501504.9283,3281.5
768,case_769,0.903363738,1.488660332,0.938203012,3.702667958,0.328975871,0.334679677,0.377886201,0.296710661,0.214318,0.247730463,0.229146077,0.205519891,494577.0826,106761.9453,1075709.98,581289.4853,494577.4733,3289.83
769,case_770,0.583361824,0.958690903,0.79086711,3.210779337,0.347886388,0.551384181,0.374586484,0.209278321,0.229676917,0.216099584,0.318720122,0.352330794,484316.5642,79477.92355,1038168.67,554005.4319,484316.9549,3267.83
770,case_771,0.848562695,0.615583909,0.58997982,3.194753307,0.233546273,0.441033187,0.233892063,0.333369303,0.22487295,0.294776225,0.212285576,0.372535801,475320.2573,87787.68817,1037484.96,562315.1965,475320.6374,3261
771,case_772,0.677973846,0.936812536,0.557182738,3.534652154,0.273128489,0.582020045,0.28988824,0.244805889,0.241065786,0.210842889,0.276918132,0.310372598,475145.3414,80139.44651,1029661.87,554666.9549,475145.7216,3269.5
772,case_773,0.823372642,0.690424434,1.278887553,3.92894053,0.228959299,0.778034935,0.365038693,0.229587587,0.246366937,0.269785629,0.273764302,0.342665654,461835.8026,71042.55571,1007259.64,545570.0641,461836.1722,3304.17
773,case_774,0.80408526,1.306310208,1.475198696,3.094373823,0.329727368,0.542766869,0.273176838,0.270744597,0.27091812,0.236019872,0.307079256,0.234131798,470640.551,82755.23016,1027774.28,557282.7385,470640.9206,3309.17
774,case_775,0.67772613,1.433232903,0.976207114,3.008573385,0.239134282,0.302294154,0.247954531,0.232684848,0.288580831,0.258930479,0.301652187,0.312154357,476636.2762,99297.61128,1050310.51,573825.1513,476636.6563,3281.67
775,case_776,0.864396454,1.382528892,1.31116678,3.68162402,0.226838215,0.747671716,0.227914501,0.253720635,0.28628961,0.27973013,0.22657854,0.364292832,461688.3216,72320.56689,1008390.22,546848.0752,461688.6912,3316.17
776,case_777,0.527434,0.502308573,1.055067328,3.41766665,0.37030396,0.22979118,0.218577315,0.396438024,0.296918733,0.24573523,0.260582971,0.256475112,480886.6973,119366.0985,1074628.07,593893.6385,480887.088,3228.83
777,case_778,0.784961005,0.924328677,0.713525367,3.923810422,0.305848359,0.483497625,0.287174805,0.306999285,0.221430976,0.295343498,0.254971003,0.211035443,483171.48,88069.2028,1045615.24,562596.7111,483171.8707,3271.17
778,case_779,0.986020978,0.614748437,0.979420166,3.329082939,0.368057869,0.611664995,0.332399486,0.20280507,0.202139901,0.248651265,0.316070385,0.392140456,476104.7069,75885.4371,1026366.93,550412.9454,476105.087,3296.83
779,case_780,0.890732039,1.344874761,0.509811619,3.737472697,0.207773924,0.290527159,0.297797551,0.336825085,0.233132676,0.228061012,0.280255542,0.29480559,495562.2461,104747.7649,1074680.65,579275.3049,495562.6474,3284.17
780,case_781,0.738389217,0.785919659,1.012858584,3.26797024,0.253901961,0.701705104,0.205634335,0.328273563,0.217033981,0.211527641,0.319274573,0.220368594,454744.1606,77248.92561,1006376.6,551776.434,454744.5197,3279.83
781,case_782,0.595567021,1.078584442,0.534338394,3.793024559,0.327009625,0.779516804,0.22884519,0.232360375,0.206718646,0.212595402,0.376335697,0.235856668,476141.065,72328.38938,1022846.22,546855.8977,476141.4451,3277.67
782,case_783,0.845215157,0.526562561,1.17809742,3.084157923,0.298409603,0.24626305,0.332563141,0.2894289,0.203567952,0.285182656,0.36636887,0.320822033,486052.2269,106747.4404,1067173.32,581274.9804,486052.6176,3271
783,case_784,0.746769685,0.833719209,1.182239346,3.280261444,0.315656074,0.571651932,0.351880074,0.333917154,0.294852844,0.263682992,0.27953659,0.206175646,475541.8483,82456.23369,1032375.05,556983.742,475542.2285,3283.67
784,case_785,0.707121636,0.865020687,0.570245951,3.283673751,0.393492044,0.259428302,0.292117866,0.306597,0.272187933,0.243777653,0.227188494,0.31130448,500335.704,112611.711,1087316.53,587139.2193,500336.1053,3250
785,case_786,0.64402801,1.096923748,1.346497588,3.967615765,0.213009808,0.585803918,0.36927785,0.245810668,0.241695609,0.221707253,0.34733396,0.33866255,472379.8675,76414.04107,1023171.86,550941.5494,472380.2477,3306.67
786,case_787,0.650177659,1.128728407,0.860618958,3.65358047,0.295772835,0.524519332,0.303886141,0.374099542,0.288667925,0.237544662,0.331181148,0.308288215,490351.6886,80107.49148,1044831.48,554634.9998,490352.0794,3284.33
787,case_788,0.901756321,1.244271654,0.995214023,3.422468514,0.392310944,0.566542911,0.27260881,0.279445242,0.294757377,0.226502899,0.273817106,0.31460957,485056.8202,80013.08321,1039443.86,554540.5916,485057.2109,3301.5
788,case_789,0.824919282,0.895114762,0.525816902,3.628970649,0.275650535,0.712188437,0.352524374,0.358278893,0.216113081,0.291739083,0.397635638,0.309936142,503928.7229,71394.91613,1049691.65,545922.4245,503929.1242,3298.33
789,case_790,0.598899502,0.814846782,1.320074641,3.637961781,0.241017645,0.671992821,0.235918035,0.256142652,0.2868614,0.271901591,0.384278607,0.266018621,455530.3949,73189.24332,1003102.91,547716.7517,455530.7539,3297.33
790,case_791,0.906494735,0.513412269,0.615415985,3.342599455,0.332738461,0.715004256,0.361269797,0.33618867,0.290894177,0.255066728,0.39274463,0.304903673,499576.0598,71462.91162,1045408.35,545990.42,499576.4611,3283.5
791,case_792,0.822498122,0.727600937,1.052994498,3.362778638,0.231150148,0.622827777,0.376977426,0.271443584,0.275838544,0.202171937,0.365292669,0.377650662,476419.3526,74338.16758,1025134.21,548865.6759,476419.7328,3297.33
792,case_793,0.614325989,0.664628717,0.842705115,3.02701592,0.27369218,0.588245029,0.219247442,0.254042487,0.207912986,0.205664507,0.388886975,0.246448673,459484.344,78994.1643,1012860.52,553521.6726,459484.703,3254.67
793,case_794,0.663101589,1.041322243,1.227427474,3.577885678,0.258242562,0.74965793,0.250090362,0.394264805,0.222047685,0.263311443,0.365953368,0.277259699,470824.6752,71905.30985,1017108.44,546432.8182,470825.0554,3299.67
794,case_795,0.830937933,0.54301652,0.69046532,3.104908783,0.259930032,0.766816601,0.202588473,0.236018602,0.20698351,0.249148064,0.357082634,0.201850989,456484.3008,74093.26347,1004960.54,548620.7718,456484.6704,3266
795,case_796,0.645385177,1.089222166,1.133472047,3.13732792,0.305417445,0.273777758,0.342079339,0.373795735,0.20032635,0.211207448,0.313870273,0.222725411,487535.7696,112530.3507,1074439.31,587057.8907,487536.1603,3263.67
796,case_797,0.501809755,1.427563234,1.446639919,3.295584359,0.218653715,0.214417722,0.248767711,0.364291296,0.255077247,0.218125755,0.216917112,0.226446292,472961.7341,135055.8599,1082395.36,609583.3999,472962.1037,3277.67
797,case_798,0.952067083,0.916071381,0.530318467,3.874526188,0.260987251,0.232395033,0.378711373,0.210250137,0.221446295,0.266457208,0.218684644,0.326575669,493750.2346,117773.0975,1085894.55,592300.6375,493750.6253,3275.67
798,case_799,0.816555664,0.541514935,0.527876205,3.472508794,0.315394409,0.704279887,0.251371017,0.344979287,0.25960471,0.260088638,0.33660524,0.232868465,480048.0538,74913.1681,1029336.74,549440.6764,480048.4339,3265.83
799,case_800,0.549092891,1.40358949,1.049076283,3.110518306,0.290383044,0.614973741,0.389232331,0.256311981,0.273769357,0.207352489,0.233881136,0.211755864,474919.2941,83467.29844,1032763.75,557994.8068,474919.6637,3277.33
800,case_801,0.879912915,1.33034921,1.39261263,3.376743169,0.282627806,0.357741503,0.235009224,0.252301776,0.288255153,0.227383947,0.200339603,0.35589782,466979.8742,96816.1401,1038175.65,571343.6484,466980.2438,3306.5
801,case_802,0.807552725,1.381370782,0.575504947,3.741005798,0.251299359,0.367536601,0.330074964,0.33824216,0.286165028,0.262841738,0.359061746,0.223939098,501039.961,92076.15454,1067485.01,566603.6629,501040.3622,3294.67
802,case_803,0.920592611,1.285057283,1.447316369,3.798358573,0.37568815,0.69348532,0.332862308,0.218051518,0.283304082,0.248481412,0.35928456,0.39915664,486696.1229,70593.31676,1031662.88,545120.8251,486696.503,3334.17
803,case_804,0.857031752,0.691584405,0.7175685,3.096387027,0.263332011,0.338859153,0.333233638,0.268439713,0.248980829,0.2012934,0.285527936,0.252418239,478894.152,100974.6961,1054244.76,575502.2361,478894.5322,3255.17
804,case_805,0.97728027,0.829219066,1.057188922,3.619825044,0.307856166,0.556690287,0.312490923,0.304729807,0.233246071,0.207455874,0.251614395,0.361336991,474663.5626,80891.70402,1029932.51,555419.2124,474663.9427,3296.17
805,case_806,0.511256541,1.035987302,1.126467966,3.750404339,0.201500393,0.496199585,0.207215495,0.39181345,0.20616727,0.267139112,0.296882015,0.398383074,469411.2931,80724.01137,1024514.18,555251.5197,469411.6627,3289.17
806,case_807,0.752828347,1.037902884,1.019524893,3.122266458,0.344609458,0.73440608,0.307911653,0.247700283,0.20914759,0.205217154,0.215928121,0.396422976,470103.0048,74728.62701,1019210.31,549256.1354,470103.3744,3288.67
807,case_808,0.558569032,1.341377591,1.034745218,3.049010521,0.381221373,0.381545724,0.250793778,0.212602024,0.230612308,0.228524786,0.247973652,0.312821372,476782.3949,94827.99251,1045986.94,569355.5009,476782.775,3271.83
808,case_809,0.736012623,0.859734682,1.429777588,3.035681677,0.368723064,0.614182747,0.283514457,0.385359318,0.281280122,0.261070634,0.397066927,0.331527383,486654.791,74211.23422,1035239.49,548738.7426,486655.1818,3305.5
809,case_810,0.573132634,0.533568992,1.165920745,3.028452286,0.379684007,0.679805666,0.225398046,0.230704137,0.274708263,0.255669029,0.236212307,0.208006717,456068.3318,79704.36405,1010155.79,554231.8724,456068.6909,3254.5
810,case_811,0.988289299,1.267810713,1.045930965,3.994609006,0.238291731,0.36927575,0.321974817,0.301928828,0.272388356,0.271818667,0.202807021,0.233640292,478949.3491,98892.1086,1052217.33,573419.6169,478949.7293,3298.67
811,case_812,0.842486127,0.834794238,1.322089907,3.934977589,0.255692134,0.666352525,0.211868005,0.274553229,0.203867356,0.208691157,0.269961664,0.227138998,449338.6867,79489.7998,1003213.73,554017.3081,449339.0563,3301.33
812,case_813,0.504273393,1.315678436,1.28770595,3.850682835,0.262298128,0.243544605,0.326093941,0.386332051,0.288036682,0.229547799,0.243959752,0.386131923,491480.3203,109452.6918,1075304.92,583980.2001,491480.711,3281.33
813,case_814,0.548603344,1.462378054,1.027117194,3.548832725,0.240444762,0.30718709,0.310344886,0.260707837,0.258715285,0.274587586,0.396888248,0.205657389,484728.383,98855.6881,1057958.11,573383.1964,484728.7632,3282.83
814,case_815,0.832294423,0.669839383,0.556437584,3.288971489,0.243047967,0.48931022,0.323664608,0.26360042,0.247739891,0.271039833,0.383291013,0.377070626,487848.504,79259.46389,1041481.05,553786.9722,487848.8947,3277
815,case_816,0.532454664,1.316884967,0.772519012,3.772762486,0.339615366,0.640143855,0.215336518,0.332141324,0.25626746,0.267875688,0.24588768,0.335661107,484514.0467,76598.58216,1035486.77,551126.0905,484514.4374,3281.33
